i,t,m,boys,women,girls,men,M 00-03,F 00-03,M 04-08,F 04-08,M 09-13,F 09-13,M 14-18,F 14-18,M 19-30,F 19-30,M 31-50,F 31-50,M 51+,F 51+,log HSize
20651018205,2004-05,Central,0,0,3,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1.386294361
20651018231,2004-05,Central,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1.098612289
20651018239,2004-05,Central,0,2,3,5,0,0,0,2,0,0,0,1,3,0,2,1,0,1,2.302585093
20651018243,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20653002002,2004-05,Central,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20653002009,2004-05,Central,1,2,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1.609437912
20653002013,2004-05,Central,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
20653002016,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20653002027,2004-05,Central,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20653002034,2004-05,Central,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.098612289
20653002049,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20653002061,2004-05,Central,0,1,2,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1.386294361
20653002063,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
20653002075,2004-05,Central,1,1,2,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1.609437912
20653002093,2004-05,Central,2,1,3,1,0,1,0,0,2,1,0,1,0,0,1,1,0,0,1.945910149
20653002096,2004-05,Central,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.6931471806
20653002097,2004-05,Central,1,1,4,1,0,0,0,2,0,1,1,1,0,0,1,1,0,0,1.945910149
20653002106,2004-05,Central,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20653002114,2004-05,Central,0,0,3,2,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1.609437912
20653002116,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20653002123,2004-05,Central,5,1,2,1,2,0,1,0,2,1,0,1,0,1,1,0,0,0,2.197224577
20653002125,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20653002132,2004-05,Central,0,2,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1.386294361
20653002141,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20653011008,2004-05,Central,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1.386294361
20653011017,2004-05,Central,3,1,1,1,0,0,1,1,2,0,0,0,0,0,1,1,0,0,1.791759469
20653011032,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20653011038,2004-05,Central,4,3,2,2,0,1,1,0,2,1,1,1,1,2,1,0,0,0,2.397895273
20653011040,2004-05,Central,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20653011063,2004-05,Central,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20653011079,2004-05,Central,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.098612289
20653011095,2004-05,Central,0,1,3,2,0,1,0,0,0,2,0,0,1,0,1,1,0,0,1.791759469
20653011097,2004-05,Central,3,1,2,3,0,1,1,0,1,0,1,1,2,0,1,1,0,0,2.197224577
20653011104,2004-05,Central,1,2,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1.386294361
20653011109,2004-05,Central,1,1,2,2,0,0,1,2,0,0,0,0,1,1,1,0,0,0,1.791759469
20653011122,2004-05,Central,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.098612289
20653011155,2004-05,Central,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20653011163,2004-05,Central,1,1,2,2,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1.791759469
20653011180,2004-05,Central,0,1,3,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1.609437912
20653011184,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20653011189,2004-05,Central,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.098612289
20653011192,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
20653011196,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20653011202,2004-05,Central,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1.386294361
20654008029,2004-05,Central,2,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1.609437912
20654008062,2004-05,Central,0,1,3,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1.609437912
20654008085,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20654008094,2004-05,Central,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20654008095,2004-05,Central,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289
20654008101,2004-05,Central,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1.386294361
20654008119,2004-05,Central,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
20654008126,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20654008146,2004-05,Central,2,1,0,3,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1.791759469
20654008147,2004-05,Central,0,1,1,2,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1.386294361
20654008154,2004-05,Central,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1.386294361
20654008202,2004-05,Central,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1.386294361
20654008205,2004-05,Central,1,1,2,1,1,0,0,2,0,0,0,0,0,0,1,1,0,0,1.609437912
20654008217,2004-05,Central,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1.098612289
20654008223,2004-05,Central,1,1,4,2,0,1,0,0,1,1,0,2,1,0,1,1,0,0,2.079441542
20654008324,2004-05,Central,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20654008346,2004-05,Central,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1.098612289
20654008391,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20654008396,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20654008407,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806
20655020005,2004-05,Central,0,2,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1.609437912
20655020006,2004-05,Central,3,1,1,1,0,0,0,1,1,0,2,0,0,1,1,0,0,0,1.791759469
20655020032,2004-05,Central,1,1,4,1,0,1,1,2,0,1,0,0,0,0,1,1,0,0,1.945910149
20655020033,2004-05,Central,3,1,1,1,1,0,0,1,0,0,2,0,1,1,0,0,0,0,1.791759469
20655020040,2004-05,Central,2,2,0,3,0,0,2,0,0,0,0,0,1,1,2,1,0,0,1.945910149
20655020088,2004-05,Central,3,1,2,1,0,0,0,1,2,0,1,1,0,0,1,1,0,0,1.945910149
20655020089,2004-05,Central,1,1,4,4,0,0,1,1,0,1,0,2,3,0,0,1,1,0,2.302585093
20655020090,2004-05,Central,2,1,3,1,0,0,1,1,0,2,1,0,1,0,0,1,0,0,1.945910149
20655020093,2004-05,Central,1,1,3,2,0,0,0,0,0,2,1,1,1,0,1,1,0,0,1.945910149
20655020102,2004-05,Central,2,2,1,3,0,1,1,0,0,0,1,0,2,2,0,0,1,0,2.079441542
20655020106,2004-05,Central,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1.098612289
20655020111,2004-05,Central,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.386294361
20655020124,2004-05,Central,2,2,2,1,0,0,0,0,0,1,2,2,0,0,1,0,0,1,1.945910149
20655020139,2004-05,Central,1,1,1,2,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1.609437912
20655020145,2004-05,Central,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1.386294361
20655020160,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20655020164,2004-05,Central,0,2,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1.386294361
20655020165,2004-05,Central,1,1,2,2,0,1,0,1,0,0,1,0,2,1,0,0,0,0,1.791759469
20655020171,2004-05,Central,0,1,2,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1.609437912
20655020210,2004-05,Central,1,1,3,6,0,0,0,0,0,1,1,2,3,0,3,1,0,0,2.397895273
20666001070,2004-05,Central,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1.386294361
20666001071,2004-05,Central,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20666001076,2004-05,Central,2,2,2,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1.945910149
20666001155,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20666001162,2004-05,Central,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1.098612289
20666001180,2004-05,Central,1,1,1,2,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1.609437912
20666001191,2004-05,Central,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20666001193,2004-05,Central,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
20666001204,2004-05,Central,1,1,2,1,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20666001233,2004-05,Central,2,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20666001246,2004-05,Central,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1.386294361
20666001248,2004-05,Central,2,2,1,2,1,0,0,0,0,0,1,1,2,1,0,1,0,0,1.945910149
20666001283,2004-05,Central,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1.386294361
20666001286,2004-05,Central,2,1,2,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1.791759469
20666001324,2004-05,Central,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.098612289
20666001328,2004-05,Central,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.098612289
20666001331,2004-05,Central,2,1,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1.609437912
20666001360,2004-05,Central,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20666001409,2004-05,Central,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20666001431,2004-05,Central,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20668001007,2004-05,Central,2,1,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1.386294361
20668001016,2004-05,Central,2,1,1,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
20668001024,2004-05,Central,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20668001065,2004-05,Central,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1.098612289
20668001071,2004-05,Central,1,2,2,2,0,0,1,0,0,1,0,1,2,1,0,0,0,1,1.945910149
20668001106,2004-05,Central,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6931471806
20668001155,2004-05,Central,1,1,3,2,0,0,1,1,0,1,0,1,2,0,0,1,0,0,1.945910149
20668001179,2004-05,Central,1,1,2,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1.609437912
20668001198,2004-05,Central,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289
20668001225,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
20668001249,2004-05,Central,1,1,1,3,1,0,0,1,0,0,0,0,2,0,1,1,0,0,1.791759469
20668001270,2004-05,Central,1,2,2,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1.791759469
20668001277,2004-05,Central,1,1,2,3,0,1,0,0,1,0,0,1,2,1,1,0,0,0,1.945910149
20668001283,2004-05,Central,0,1,2,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361
20668001309,2004-05,Central,1,3,1,2,0,1,1,0,0,0,0,0,1,1,0,0,1,2,1.945910149
20668001312,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20668001323,2004-05,Central,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20668001358,2004-05,Central,1,1,2,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1.791759469
20668001364,2004-05,Central,1,1,2,2,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1.791759469
20668001379,2004-05,Central,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1.098612289
20668002022,2004-05,Central,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20668002029,2004-05,Central,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1.386294361
20668002042,2004-05,Central,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1.386294361
20668002057,2004-05,Central,0,1,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.386294361
20668002081,2004-05,Central,3,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1.609437912
20668002086,2004-05,Central,2,1,1,2,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1.791759469
20668002100,2004-05,Central,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20668002106,2004-05,Central,2,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20668002112,2004-05,Central,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289
20668002121,2004-05,Central,2,1,3,1,0,1,1,0,0,2,1,0,0,0,1,1,0,0,1.945910149
20668002138,2004-05,Central,2,1,2,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1.609437912
20668002150,2004-05,Central,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.098612289
20668002157,2004-05,Central,1,1,2,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1.609437912
20668002172,2004-05,Central,5,1,2,1,2,0,1,1,1,0,1,1,0,1,1,0,0,0,2.197224577
20668002189,2004-05,Central,1,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1.609437912
20668002192,2004-05,Central,2,2,4,1,0,2,1,1,1,1,0,0,0,2,1,0,0,0,2.197224577
20668002212,2004-05,Central,0,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.098612289
20668002227,2004-05,Central,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.098612289
20668002239,2004-05,Central,3,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1.609437912
20668002254,2004-05,Central,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20674002037,2004-05,Central,2,1,2,2,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1.945910149
20674002102,2004-05,Central,1,1,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.609437912
20674002110,2004-05,Central,2,1,2,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1.791759469
20674002117,2004-05,Central,2,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1.609437912
20674002144,2004-05,Central,4,2,2,1,2,1,1,1,0,0,1,0,0,1,1,1,0,0,2.197224577
20674002151,2004-05,Central,0,2,3,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,1.609437912
20674002152,2004-05,Central,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20674002183,2004-05,Central,1,1,3,1,0,0,0,1,0,2,1,0,0,0,1,1,0,0,1.791759469
20674002250,2004-05,Central,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1.098612289
20674002290,2004-05,Central,2,1,3,2,1,1,0,2,1,0,0,0,1,0,1,1,0,0,2.079441542
20674002308,2004-05,Central,2,2,0,2,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1.791759469
20674002329,2004-05,Central,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.386294361
20674002338,2004-05,Central,0,1,2,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1.386294361
20674002342,2004-05,Central,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
20674002350,2004-05,Central,0,1,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1.386294361
20674002366,2004-05,Central,0,1,2,2,0,1,0,1,0,0,0,0,2,1,0,0,0,0,1.609437912
20674002383,2004-05,Central,1,1,3,1,0,0,1,1,0,2,0,0,0,0,1,1,0,0,1.791759469
20674002409,2004-05,Central,3,1,0,3,1,0,1,0,0,0,2,0,1,0,1,1,0,0,1.945910149
20674002420,2004-05,Central,2,1,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1.609437912
20674002446,2004-05,Central,0,1,2,2,0,1,0,0,0,0,0,1,2,1,0,0,0,0,1.609437912
20677002036,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20677002048,2004-05,Central,0,2,4,2,0,0,0,1,0,1,0,2,1,1,1,1,0,0,2.079441542
20677002073,2004-05,Central,0,2,1,4,0,0,0,0,0,1,0,0,2,1,2,1,0,0,1.945910149
20677002080,2004-05,Central,0,2,0,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1.609437912
20677002123,2004-05,Central,0,2,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1.386294361
20677002124,2004-05,Central,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1.386294361
20677002125,2004-05,Central,0,2,3,2,0,1,0,0,0,2,0,0,1,0,1,1,0,1,1.945910149
20677002129,2004-05,Central,4,2,0,2,1,0,2,0,1,0,0,1,1,1,1,0,0,0,2.079441542
20677002132,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20677002149,2004-05,Central,1,2,2,3,0,1,0,1,0,0,1,0,2,2,1,0,0,0,2.079441542
20677002156,2004-05,Central,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1.386294361
20677002177,2004-05,Central,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20677002182,2004-05,Central,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20677002184,2004-05,Central,1,5,3,1,0,0,0,1,0,1,1,3,0,2,1,1,0,0,2.302585093
20677002190,2004-05,Central,2,2,1,3,0,0,0,1,1,0,2,0,1,1,1,1,0,0,2.079441542
20677002297,2004-05,Central,2,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1.609437912
20677002308,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20677002311,2004-05,Central,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.098612289
20677002312,2004-05,Central,2,2,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1.791759469
20677002318,2004-05,Central,1,1,3,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1.791759469
20677004002,2004-05,Central,1,3,2,3,0,0,0,0,0,0,2,2,1,2,1,1,0,0,2.197224577
20677004008,2004-05,Central,3,2,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1.791759469
20677004011,2004-05,Central,1,1,0,5,0,0,0,0,1,0,0,0,4,0,0,0,1,1,1.945910149
20677004024,2004-05,Central,2,3,1,3,1,0,0,1,0,0,1,0,2,3,1,0,0,0,2.197224577
20677004047,2004-05,Central,1,2,4,3,0,2,1,1,0,1,0,1,1,0,2,1,0,0,2.302585093
20677004062,2004-05,Central,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1.386294361
20677004087,2004-05,Central,4,1,1,1,0,1,2,0,2,0,0,0,0,0,1,1,0,0,1.945910149
20677004098,2004-05,Central,2,2,2,4,0,0,1,0,1,1,0,1,2,1,2,1,0,0,2.302585093
20677004100,2004-05,Central,0,1,3,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912
20677004102,2004-05,Central,2,1,1,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1.609437912
20677004111,2004-05,Central,1,1,0,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1.386294361
20677004129,2004-05,Central,1,1,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1.609437912
20677004140,2004-05,Central,1,2,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1.609437912
20677004141,2004-05,Central,1,2,1,2,0,0,0,0,1,1,0,0,2,2,0,0,0,0,1.791759469
20677004143,2004-05,Central,2,2,1,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,1.791759469
20677004146,2004-05,Central,2,2,3,2,0,0,0,0,1,0,1,3,1,1,0,1,1,0,2.197224577
20677004148,2004-05,Central,3,3,4,4,1,0,0,1,1,2,1,1,3,2,1,1,0,0,2.63905733
20677004158,2004-05,Central,0,1,1,5,0,0,0,0,0,1,1,0,3,0,0,0,1,1,1.945910149
20677004161,2004-05,Central,0,1,2,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1.386294361
20677004164,2004-05,Central,3,2,2,3,1,0,1,0,1,1,0,1,2,1,1,1,0,0,2.302585093
20680007028,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20680007052,2004-05,Central,0,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
20680007113,2004-05,Central,0,1,2,2,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1.609437912
20680007179,2004-05,Central,4,1,1,1,1,0,2,0,1,1,0,0,0,0,1,1,0,0,1.945910149
20680007205,2004-05,Central,2,1,3,1,0,0,2,0,0,3,0,0,0,0,1,1,0,0,1.945910149
20680007225,2004-05,Central,1,2,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1.609437912
20680007245,2004-05,Central,1,1,1,2,1,0,0,1,0,0,0,0,2,1,0,0,0,0,1.609437912
20680007251,2004-05,Central,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20680007264,2004-05,Central,2,1,4,1,0,2,1,1,0,1,1,0,0,0,1,1,0,0,2.079441542
20680007293,2004-05,Central,4,2,1,2,1,0,1,1,1,0,1,0,1,1,1,1,0,0,2.197224577
20680007295,2004-05,Central,2,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1.609437912
20680007322,2004-05,Central,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1.386294361
20680007334,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20680007339,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20680007383,2004-05,Central,3,1,2,1,1,0,1,0,0,2,1,0,0,0,1,1,0,0,1.945910149
20680007387,2004-05,Central,2,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1.609437912
20680007425,2004-05,Central,3,1,1,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,1.791759469
20680007435,2004-05,Central,1,1,2,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1.609437912
20680007455,2004-05,Central,1,1,2,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1.609437912
20680007462,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20682001001,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20682001003,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20682001018,2004-05,Central,1,2,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1.609437912
20682001052,2004-05,Central,0,1,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1.386294361
20682001080,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
20682001114,2004-05,Central,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1.098612289
20682001119,2004-05,Central,2,1,3,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1.945910149
20682001173,2004-05,Central,2,1,2,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1.791759469
20682001180,2004-05,Central,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20682001191,2004-05,Central,4,1,2,1,1,0,1,2,2,0,0,0,0,0,1,1,0,0,2.079441542
20682001192,2004-05,Central,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.098612289
20682001200,2004-05,Central,2,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1.609437912
20682001214,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20682001262,2004-05,Central,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1.386294361
20682001263,2004-05,Central,0,1,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1.386294361
20682001290,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.6931471806
20682001301,2004-05,Central,2,1,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1.609437912
20682001310,2004-05,Central,1,1,3,2,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1.945910149
20682001331,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20682001364,2004-05,Central,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.098612289
20684002018,2004-05,Central,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20684002027,2004-05,Central,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1.098612289
20684002038,2004-05,Central,1,2,2,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1.609437912
20684002056,2004-05,Central,0,1,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1.386294361
20684002061,2004-05,Central,1,1,2,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912
20684002072,2004-05,Central,2,3,2,3,0,1,0,0,1,0,2,1,1,2,1,1,0,0,2.302585093
20684002073,2004-05,Central,2,1,2,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1.791759469
20684002094,2004-05,Central,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
20684002106,2004-05,Central,2,1,1,2,2,0,0,1,0,0,0,0,1,1,1,0,0,0,1.791759469
20684002114,2004-05,Central,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.6931471806
