i,t,m,Rural
314328330094,2016-17,Southern,0
102031330246,2016-17,North,1
206063940048,2016-17,Central,1
205043590157,2016-17,Central,1
304206140138,2016-17,Southern,0
208064520077,2016-17,Central,1
101011030050,2016-17,North,1
304025960020,2016-17,Southern,1
305066310016,2016-17,Southern,1
105052090062,2016-17,North,1
302075610015,2016-17,Southern,1
209034650009,2016-17,Central,1
202032910202,2016-17,Central,1
207024130217,2016-17,Central,1
204033370292,2016-17,Central,1
103011500055,2016-17,North,1
103011480116,2016-17,North,1
105032060108,2016-17,North,1
307086740312,2016-17,Southern,1
304015940066,2016-17,Southern,1
210865120018,2016-17,Central,0
312017890015,2016-17,Southern,1
307046670114,2016-17,Southern,1
207034180380,2016-17,Central,1
203013040198,2016-17,Central,1
301045290586,2016-17,Southern,1
104011800175,2016-17,North,1
207204340029,2016-17,Central,0
206093990033,2016-17,Central,1
315318560277,2016-17,Southern,0
310037490016,2016-17,Southern,1
313038190016,2016-17,Southern,1
209054710015,2016-17,Central,1
309017250041,2016-17,Southern,1
304025960140,2016-17,Southern,1
105032040033,2016-17,North,1
308016930792,2016-17,Southern,1
314328330471,2016-17,Southern,0
305026200015,2016-17,Southern,1
306016430085,2016-17,Southern,1
309017130030,2016-17,Southern,1
204023300095,2016-17,Central,1
203053190141,2016-17,Central,1
104011790167,2016-17,North,1
103061600022,2016-17,North,1
103061590125,2016-17,North,1
205053610014,2016-17,Central,1
313038250017,2016-17,Southern,1
303025740029,2016-17,Southern,1
306206610641,2016-17,Southern,0
305076340002,2016-17,Southern,1
301085390305,2016-17,Southern,1
105052090100,2016-17,North,1
201122720324,2016-17,Central,1
210865120414,2016-17,Central,0
101031130020,2016-17,North,1
103011500198,2016-17,North,1
206033850194,2016-17,Central,1
107342390282,2016-17,North,0
303065830110,2016-17,Southern,1
205033580128,2016-17,Central,1
202203020207,2016-17,Central,0
206073970020,2016-17,Central,1
307056680091,2016-17,Southern,1
103011510010,2016-17,North,1
107342370229,2016-17,North,0
306016440168,2016-17,Southern,1
104011730025,2016-17,North,1
302065570432,2016-17,Southern,1
309017110071,2016-17,Southern,1
104201930020,2016-17,North,0
201092650034,2016-17,Central,1
305066310011,2016-17,Southern,1
205053630049,2016-17,Central,1
207034180254,2016-17,Central,1
207014110212,2016-17,Central,1
315558780064,2016-17,Southern,0
204023330135,2016-17,Central,1
304036040013,2016-17,Southern,1
210865130775,2016-17,Central,0
102011240086,2016-17,North,1
210865130591,2016-17,Central,0
104041840008,2016-17,North,1
101021120014,2016-17,North,1
309017110032,2016-17,Southern,1
204073490166,2016-17,Central,1
107372460087,2016-17,North,0
310017400041,2016-17,Southern,1
302035540196,2016-17,Southern,1
303045750046,2016-17,Southern,1
306026600044,2016-17,Southern,1
207034200466,2016-17,Central,1
314428510108,2016-17,Southern,0
309037330358,2016-17,Southern,1
302065580059,2016-17,Southern,1
303065830014,2016-17,Southern,1
303025710021,2016-17,Southern,1
103051570138,2016-17,North,1
204213500114,2016-17,Central,0
312017950158,2016-17,Southern,1
311027610184,2016-17,Southern,1
102041400035,2016-17,North,1
210514890100,2016-17,Central,0
201052590187,2016-17,Central,1
205073690371,2016-17,Central,1
303065840083,2016-17,Southern,1
312048030528,2016-17,Southern,1
310037490074,2016-17,Southern,1
308057040308,2016-17,Southern,1
311207810162,2016-17,Southern,0
305046250069,2016-17,Southern,1
301035280136,2016-17,Southern,1
101031150081,2016-17,North,1
315528750353,2016-17,Southern,0
305086380069,2016-17,Southern,1
204053440210,2016-17,Central,1
310077560650,2016-17,Southern,1
210685030104,2016-17,Central,0
301015200403,2016-17,Southern,1
303025710094,2016-17,Southern,1
313018070081,2016-17,Southern,1
306016400133,2016-17,Southern,1
308026940043,2016-17,Southern,1
208014390168,2016-17,Central,1
315538760401,2016-17,Southern,0
310027430298,2016-17,Southern,1
313018080049,2016-17,Southern,1
315338580089,2016-17,Southern,0
301025220314,2016-17,Southern,1
308057040294,2016-17,Southern,1
303055780103,2016-17,Southern,1
105011960096,2016-17,North,1
201202770071,2016-17,Central,0
301065330526,2016-17,Southern,1
210374840003,2016-17,Central,0
102051420152,2016-17,North,1
103121670070,2016-17,North,1
210885170028,2016-17,Central,0
104041840270,2016-17,North,1
209084760151,2016-17,Central,1
313028130289,2016-17,Southern,1
210524920091,2016-17,Central,0
306016420028,2016-17,Southern,1
313068280134,2016-17,Southern,1
209064730043,2016-17,Central,1
105022000116,2016-17,North,1
311067730039,2016-17,Southern,1
210554970444,2016-17,Central,0
205073690136,2016-17,Central,1
308047000209,2016-17,Southern,1
305046260170,2016-17,Southern,1
308057050090,2016-17,Southern,1
202012850109,2016-17,Central,1
101041170011,2016-17,North,1
208034440081,2016-17,Central,1
201132760128,2016-17,Central,1
208024400150,2016-17,Central,1
208014370290,2016-17,Central,1
202052950141,2016-17,Central,1
107342360330,2016-17,North,0
102011270175,2016-17,North,1
310017400124,2016-17,Southern,1
203053180082,2016-17,Central,1
104011760044,2016-17,North,1
307116850158,2016-17,Southern,1
305086380139,2016-17,Southern,1
302075610023,2016-17,Southern,1
305036240122,2016-17,Southern,1
201092650006,2016-17,Central,1
105022000145,2016-17,North,1
207064330011,2016-17,Central,1
104201930052,2016-17,North,0
304015930071,2016-17,Southern,1
203203260201,2016-17,Central,0
201132760180,2016-17,Central,1
312017840193,2016-17,Southern,1
312208060028,2016-17,Southern,0
307076730030,2016-17,Southern,1
301055310149,2016-17,Southern,1
309017150031,2016-17,Southern,1
308016910102,2016-17,Southern,1
101051200100,2016-17,North,1
301085390118,2016-17,Southern,1
313028160124,2016-17,Southern,1
315528750333,2016-17,Southern,0
301015190278,2016-17,Southern,1
203053180070,2016-17,Central,1
209024640025,2016-17,Central,1
301035270355,2016-17,Southern,1
310017390076,2016-17,Southern,1
309027280031,2016-17,Southern,1
210514910087,2016-17,Central,0
207054290104,2016-17,Central,1
107322320269,2016-17,North,0
204053450298,2016-17,Central,1
202012850147,2016-17,Central,1
201112710206,2016-17,Central,1
314348350164,2016-17,Southern,0
306026520103,2016-17,Southern,1
103121670102,2016-17,North,1
210544961073,2016-17,Central,0
209024630299,2016-17,Central,1
308067070172,2016-17,Southern,1
203053190038,2016-17,Central,1
209084780104,2016-17,Central,1
305046250041,2016-17,Southern,1
104201930085,2016-17,North,0
310017370246,2016-17,Southern,1
208034460173,2016-17,Central,1
209084800280,2016-17,Central,1
302025480082,2016-17,Southern,1
207054280175,2016-17,Central,1
207054280093,2016-17,Central,1
106012250167,2016-17,North,1
204023340059,2016-17,Central,1
309017150008,2016-17,Southern,1
201102680222,2016-17,Central,1
204053430104,2016-17,Central,1
314418490085,2016-17,Southern,0
202032870011,2016-17,Central,1
201112690131,2016-17,Central,1
107362420178,2016-17,North,0
208034460364,2016-17,Central,1
301045290349,2016-17,Southern,1
203043140290,2016-17,Central,1
205013530357,2016-17,Central,1
311067760003,2016-17,Southern,1
106012220324,2016-17,North,1
104011760080,2016-17,North,1
202022860177,2016-17,Central,1
102201470066,2016-17,North,0
210795060063,2016-17,Central,0
306026490060,2016-17,Southern,1
315558780020,2016-17,Southern,0
304015920124,2016-17,Southern,1
201012550061,2016-17,Central,1
104031820355,2016-17,North,1
311017600115,2016-17,Southern,1
314368410078,2016-17,Southern,0
107342360141,2016-17,North,0
107462540548,2016-17,North,0
204023320057,2016-17,Central,1
304025980040,2016-17,Southern,1
309017260028,2016-17,Southern,1
207024150254,2016-17,Central,1
210595000051,2016-17,Central,0
305016170136,2016-17,Southern,1
207044240358,2016-17,Central,1
209084760069,2016-17,Central,1
102021300195,2016-17,North,1
210524920032,2016-17,Central,0
309017160131,2016-17,Southern,1
103121680214,2016-17,North,1
201132750039,2016-17,Central,1
308036980019,2016-17,Southern,1
209084760034,2016-17,Central,1
208024400161,2016-17,Central,1
107352410144,2016-17,North,0
104081920225,2016-17,North,1
307066710092,2016-17,Southern,1
315378640170,2016-17,Southern,0
309017250104,2016-17,Southern,1
314328340027,2016-17,Southern,0
207024170466,2016-17,Central,1
310017350333,2016-17,Southern,1
204033360180,2016-17,Central,1
201102680040,2016-17,Central,1
306016480030,2016-17,Southern,1
203013040030,2016-17,Central,1
301015190224,2016-17,Southern,1
313068300027,2016-17,Southern,1
105092170098,2016-17,North,1
312017840069,2016-17,Southern,1
307086760228,2016-17,Southern,1
101011060128,2016-17,North,1
204043410076,2016-17,Central,1
104011740065,2016-17,North,1
205023560018,2016-17,Central,1
206104000020,2016-17,Central,1
304066120051,2016-17,Southern,1
303075900276,2016-17,Southern,1
207054310299,2016-17,Central,1
205093710226,2016-17,Central,1
309017110079,2016-17,Southern,1
309017140044,2016-17,Southern,1
206144060082,2016-17,Central,1
301075370313,2016-17,Southern,1
202032880190,2016-17,Central,1
310017400021,2016-17,Southern,1
206063950036,2016-17,Central,1
204033360063,2016-17,Central,1
304025990141,2016-17,Southern,1
204033350141,2016-17,Central,1
304015920290,2016-17,Southern,1
104031820020,2016-17,North,1
205083700080,2016-17,Central,1
201102660129,2016-17,Central,1
107342380011,2016-17,North,0
209084800130,2016-17,Central,1
202012850220,2016-17,Central,1
315398660011,2016-17,Southern,0
201072630224,2016-17,Central,1
307026640106,2016-17,Southern,1
307106840019,2016-17,Southern,1
301035280090,2016-17,Southern,1
210815090129,2016-17,Central,0
303055820201,2016-17,Southern,1
103021520005,2016-17,North,1
206023780148,2016-17,Central,1
105011970065,2016-17,North,1
308067060080,2016-17,Southern,1
312048010471,2016-17,Southern,1
205023570187,2016-17,Central,1
302065580077,2016-17,Southern,1
306206610033,2016-17,Southern,0
301215420351,2016-17,Southern,1
307046670082,2016-17,Southern,1
210554990230,2016-17,Central,0
210554970621,2016-17,Central,0
303025720069,2016-17,Southern,1
315398650107,2016-17,Southern,0
202052950167,2016-17,Central,1
107442510292,2016-17,North,0
201072630194,2016-17,Central,1
206114020193,2016-17,Central,1
101021100173,2016-17,North,1
206124030126,2016-17,Central,1
304025990199,2016-17,Southern,1
106012290042,2016-17,North,0
308057020133,2016-17,Southern,1
201052590162,2016-17,Central,1
306026520242,2016-17,Southern,1
301015200213,2016-17,Southern,1
307206860149,2016-17,Southern,1
315418680025,2016-17,Southern,0
210514910067,2016-17,Central,0
309017250098,2016-17,Southern,1
305066320151,2016-17,Southern,1
101041160080,2016-17,North,1
107442520168,2016-17,North,0
102031330195,2016-17,North,1
201202770194,2016-17,Central,0
204043400114,2016-17,Central,1
107392480016,2016-17,North,0
306016410182,2016-17,Southern,1
312017950136,2016-17,Southern,1
312048040110,2016-17,Southern,1
203043130057,2016-17,Central,1
208204580046,2016-17,Central,0
103041560022,2016-17,North,1
315368630217,2016-17,Southern,0
307056690176,2016-17,Southern,1
313038220236,2016-17,Southern,1
101201230014,2016-17,North,0
203063230294,2016-17,Central,1
303065830150,2016-17,Southern,1
206023810338,2016-17,Central,1
314388450115,2016-17,Southern,0
307076720050,2016-17,Southern,1
306026590246,2016-17,Southern,1
208034450230,2016-17,Central,1
201052600252,2016-17,Central,1
314368410155,2016-17,Southern,0
202203020355,2016-17,Central,0
309017260140,2016-17,Southern,1
204053430269,2016-17,Central,1
315358610048,2016-17,Southern,0
107362420198,2016-17,North,0
30403604,2016-17,Southern,1
205023540021,2016-17,Central,1
210865120295,2016-17,Central,0
210805080248,2016-17,Central,0
101011010126,2016-17,North,1
208064510029,2016-17,Central,1
107322330427,2016-17,North,0
304046080146,2016-17,Southern,1
202052950192,2016-17,Central,1
101031140048,2016-17,North,1
105072140098,2016-17,North,1
302045550130,2016-17,Southern,1
102021310102,2016-17,North,1
103041550033,2016-17,North,1
303075890238,2016-17,Southern,1
301055310182,2016-17,Southern,1
304015920433,2016-17,Southern,1
302095630041,2016-17,Southern,1
107342390304,2016-17,North,0
201122730100,2016-17,Central,1
203043150137,2016-17,Central,1
209084780297,2016-17,Central,1
304036030223,2016-17,Southern,1
301205410186,2016-17,Southern,0
107352400271,2016-17,North,0
306016410384,2016-17,Southern,1
204023340049,2016-17,Central,1
101021110093,2016-17,North,1
309017130156,2016-17,Southern,1
314398460149,2016-17,Southern,0
309017150100,2016-17,Southern,1
309017110149,2016-17,Southern,1
308207100015,2016-17,Southern,0
302015450141,2016-17,Southern,1
306026550268,2016-17,Southern,1
313038260001,2016-17,Southern,1
305086350258,2016-17,Southern,1
207044240275,2016-17,Central,1
101021090149,2016-17,North,1
205053610075,2016-17,Central,1
209014600207,2016-17,Central,1
102031350101,2016-17,North,1
313018090016,2016-17,Southern,1
207014110440,2016-17,Central,1
307066710125,2016-17,Southern,1
201122730189,2016-17,Central,1
204063470083,2016-17,Central,1
207054300418,2016-17,Central,1
201022570145,2016-17,Central,1
304015940114,2016-17,Southern,1
310067530007,2016-17,Southern,1
102041410038,2016-17,North,1
205073670057,2016-17,Central,1
210534930197,2016-17,Central,0
201132760102,2016-17,Central,1
206124030526,2016-17,Central,1
102051430164,2016-17,North,1
205053630075,2016-17,Central,1
210875140870,2016-17,Central,0
201072630268,2016-17,Central,1
101041160040,2016-17,North,1
106012260149,2016-17,North,1
203023050082,2016-17,Central,1
207054280010,2016-17,Central,1
104041840061,2016-17,North,1
101041180116,2016-17,North,1
313028150138,2016-17,Southern,1
314418490118,2016-17,Southern,0
210534950652,2016-17,Central,0
311067760053,2016-17,Southern,1
102031350062,2016-17,North,1
209064730073,2016-17,Central,1
206043910271,2016-17,Central,1
202012820257,2016-17,Central,1
308057030082,2016-17,Southern,1
308016880158,2016-17,Southern,1
105032050070,2016-17,North,1
202032910082,2016-17,Central,1
311057690043,2016-17,Southern,1
207044260137,2016-17,Central,1
206023800256,2016-17,Central,1
204013290024,2016-17,Central,1
304046090294,2016-17,Southern,1
313038210076,2016-17,Southern,1
301215420031,2016-17,Southern,1
104011740025,2016-17,North,1
302075610113,2016-17,Southern,1
207034190201,2016-17,Central,1
206154090063,2016-17,Central,1
301065360040,2016-17,Southern,1
301025230149,2016-17,Southern,1
206104000140,2016-17,Central,1
315398650291,2016-17,Southern,0
209084760186,2016-17,Central,1
107442510163,2016-17,North,0
209034650018,2016-17,Central,1
201022570033,2016-17,Central,1
307096770030,2016-17,Southern,1
210745040224,2016-17,Central,0
107432500057,2016-17,North,0
104011770301,2016-17,North,1
310077550380,2016-17,Southern,1
312047970338,2016-17,Southern,1
210805071366,2016-17,Central,0
104051870121,2016-17,North,1
206083980102,2016-17,Central,1
305016150059,2016-17,Southern,1
104051870115,2016-17,North,1
314388430292,2016-17,Southern,0
201092650037,2016-17,Central,1
303025700017,2016-17,Southern,1
210765050098,2016-17,Central,0
103011490113,2016-17,North,1
101011020122,2016-17,North,1
307066710144,2016-17,Southern,1
104011720039,2016-17,North,1
206073970058,2016-17,Central,1
106012270274,2016-17,North,1
209064730206,2016-17,Central,1
209024630229,2016-17,Central,1
202042920512,2016-17,Central,1
