i,t,m,Rural
304045640054,2019-20,Southern,1
304045640056,2019-20,Southern,1
304045640065,2019-20,Southern,1
304045640067,2019-20,Southern,1
304045640188,2019-20,Southern,1
304045640207,2019-20,Southern,1
304045640247,2019-20,Southern,1
304045640266,2019-20,Southern,1
304045640277,2019-20,Southern,1
304045640280,2019-20,Southern,1
304045640294,2019-20,Southern,1
304045640316,2019-20,Southern,1
304045650005,2019-20,Southern,1
304045650018,2019-20,Southern,1
304045650029,2019-20,Southern,1
304045650040,2019-20,Southern,1
304045650062,2019-20,Southern,1
304045650073,2019-20,Southern,1
304045650084,2019-20,Southern,1
304045650095,2019-20,Southern,1
304045650106,2019-20,Southern,1
304045650117,2019-20,Southern,1
304045650128,2019-20,Southern,1
304045650139,2019-20,Southern,1
304045650172,2019-20,Southern,1
304045650183,2019-20,Southern,1
304045650194,2019-20,Southern,1
304045650205,2019-20,Southern,1
304045660063,2019-20,Southern,1
304045660068,2019-20,Southern,1
304045660069,2019-20,Southern,1
304045660079,2019-20,Southern,1
304045660082,2019-20,Southern,1
304045660122,2019-20,Southern,1
304045660150,2019-20,Southern,1
304045660229,2019-20,Southern,1
304045660233,2019-20,Southern,1
304045660276,2019-20,Southern,1
304045660295,2019-20,Southern,1
304045660306,2019-20,Southern,1
304045660308,2019-20,Southern,1
304045660317,2019-20,Southern,1
304045660328,2019-20,Southern,1
304045660336,2019-20,Southern,1
304045670013,2019-20,Southern,1
304045670098,2019-20,Southern,1
304045670104,2019-20,Southern,1
304045670113,2019-20,Southern,1
304045670119,2019-20,Southern,1
304045670125,2019-20,Southern,1
304045670130,2019-20,Southern,1
304045670179,2019-20,Southern,1
304045670181,2019-20,Southern,1
304045670192,2019-20,Southern,1
304045670213,2019-20,Southern,1
304045670246,2019-20,Southern,1
304045670261,2019-20,Southern,1
304045670281,2019-20,Southern,1
304045670294,2019-20,Southern,1
304045670298,2019-20,Southern,1
304055680032,2019-20,Southern,1
304055680043,2019-20,Southern,1
304055680089,2019-20,Southern,1
304055680092,2019-20,Southern,1
304055680117,2019-20,Southern,1
304055680126,2019-20,Southern,1
304055680127,2019-20,Southern,1
304055680151,2019-20,Southern,1
304055680152,2019-20,Southern,1
304055680155,2019-20,Southern,1
304055680184,2019-20,Southern,1
304055680185,2019-20,Southern,1
304055680194,2019-20,Southern,1
304055680203,2019-20,Southern,1
304055680256,2019-20,Southern,1
304055680266,2019-20,Southern,1
304065690013,2019-20,Southern,1
304065690028,2019-20,Southern,1
304065690047,2019-20,Southern,1
304065690060,2019-20,Southern,1
304065690069,2019-20,Southern,1
304065690093,2019-20,Southern,1
304065690117,2019-20,Southern,1
304065690146,2019-20,Southern,1
304065690159,2019-20,Southern,1
304065690169,2019-20,Southern,1
304065690185,2019-20,Southern,1
304065690216,2019-20,Southern,1
304065690237,2019-20,Southern,1
304065690278,2019-20,Southern,1
304065690279,2019-20,Southern,1
304065690282,2019-20,Southern,1
304075700009,2019-20,Southern,1
304075700028,2019-20,Southern,1
304075700051,2019-20,Southern,1
304075700089,2019-20,Southern,1
304075700161,2019-20,Southern,1
304075700183,2019-20,Southern,1
304075700192,2019-20,Southern,1
304075700194,2019-20,Southern,1
304075700206,2019-20,Southern,1
304075700207,2019-20,Southern,1
304075700211,2019-20,Southern,1
304075700249,2019-20,Southern,1
304075700261,2019-20,Southern,1
304075700289,2019-20,Southern,1
304075700293,2019-20,Southern,1
304075700297,2019-20,Southern,1
304075710002,2019-20,Southern,1
304075710031,2019-20,Southern,1
304075710032,2019-20,Southern,1
304075710041,2019-20,Southern,1
304075710061,2019-20,Southern,1
304075710066,2019-20,Southern,1
304075710072,2019-20,Southern,1
304075710088,2019-20,Southern,1
304075710093,2019-20,Southern,1
304075710118,2019-20,Southern,1
304075710141,2019-20,Southern,1
304075710181,2019-20,Southern,1
304075710189,2019-20,Southern,1
304075710197,2019-20,Southern,1
304075710200,2019-20,Southern,1
304075710204,2019-20,Southern,1
304075720005,2019-20,Southern,1
304075720022,2019-20,Southern,1
304075720026,2019-20,Southern,1
304075720040,2019-20,Southern,1
304075720042,2019-20,Southern,1
304075720060,2019-20,Southern,1
304075720066,2019-20,Southern,1
304075720068,2019-20,Southern,1
304075720071,2019-20,Southern,1
304075720073,2019-20,Southern,1
304075720076,2019-20,Southern,1
304075720092,2019-20,Southern,1
304075720106,2019-20,Southern,1
304075720144,2019-20,Southern,1
304075720185,2019-20,Southern,1
304075720219,2019-20,Southern,1
304085730019,2019-20,Southern,1
304085730045,2019-20,Southern,1
304085730058,2019-20,Southern,1
304085730070,2019-20,Southern,1
304085730071,2019-20,Southern,1
304085730074,2019-20,Southern,1
304085730088,2019-20,Southern,1
304085730115,2019-20,Southern,1
304085730125,2019-20,Southern,1
304085730142,2019-20,Southern,1
304085730145,2019-20,Southern,1
304085730148,2019-20,Southern,1
304085730183,2019-20,Southern,1
304085730193,2019-20,Southern,1
304085730205,2019-20,Southern,1
304085730216,2019-20,Southern,1
304095740023,2019-20,Southern,1
304095740032,2019-20,Southern,1
304095740033,2019-20,Southern,1
304095740087,2019-20,Southern,1
304095740096,2019-20,Southern,1
304095740112,2019-20,Southern,1
304095740143,2019-20,Southern,1
304095740157,2019-20,Southern,1
304095740163,2019-20,Southern,1
304095740167,2019-20,Southern,1
304095740177,2019-20,Southern,1
304095740189,2019-20,Southern,1
304095740205,2019-20,Southern,1
304095740206,2019-20,Southern,1
304095740212,2019-20,Southern,1
304095740226,2019-20,Southern,1
305015750026,2019-20,Southern,1
305015750042,2019-20,Southern,1
305015750062,2019-20,Southern,1
305015750063,2019-20,Southern,1
305015750104,2019-20,Southern,1
305015750131,2019-20,Southern,1
305015750132,2019-20,Southern,1
305015750150,2019-20,Southern,1
305015750156,2019-20,Southern,1
305015750206,2019-20,Southern,1
305015750211,2019-20,Southern,1
305015750231,2019-20,Southern,1
305015750263,2019-20,Southern,1
305015750273,2019-20,Southern,1
305015750283,2019-20,Southern,1
305015750287,2019-20,Southern,1
305015760005,2019-20,Southern,1
305015760019,2019-20,Southern,1
305015760031,2019-20,Southern,1
305015760055,2019-20,Southern,1
305015760067,2019-20,Southern,1
305015760079,2019-20,Southern,1
305015760091,2019-20,Southern,1
305015760103,2019-20,Southern,1
305015760115,2019-20,Southern,1
305015760127,2019-20,Southern,1
305015760139,2019-20,Southern,1
305015760151,2019-20,Southern,1
305015760163,2019-20,Southern,1
305015760175,2019-20,Southern,1
305015760187,2019-20,Southern,1
305015760199,2019-20,Southern,1
305015770009,2019-20,Southern,1
305015770114,2019-20,Southern,1
305015770178,2019-20,Southern,1
305015770189,2019-20,Southern,1
305015770202,2019-20,Southern,1
305015770284,2019-20,Southern,1
305015770332,2019-20,Southern,1
305015770349,2019-20,Southern,1
305015770352,2019-20,Southern,1
305015770354,2019-20,Southern,1
305015770432,2019-20,Southern,1
305015770452,2019-20,Southern,1
305015770522,2019-20,Southern,1
305015770527,2019-20,Southern,1
305015770528,2019-20,Southern,1
305015770553,2019-20,Southern,1
305015780009,2019-20,Southern,1
305015780013,2019-20,Southern,1
305015780021,2019-20,Southern,1
305015780078,2019-20,Southern,1
305015780080,2019-20,Southern,1
305015780101,2019-20,Southern,1
305015780102,2019-20,Southern,1
305015780116,2019-20,Southern,1
305015780134,2019-20,Southern,1
305015780172,2019-20,Southern,1
305015780238,2019-20,Southern,1
305015780255,2019-20,Southern,1
305015780258,2019-20,Southern,1
305015780286,2019-20,Southern,1
305015780294,2019-20,Southern,1
305015780300,2019-20,Southern,1
305015790007,2019-20,Southern,1
305015790060,2019-20,Southern,1
305015790067,2019-20,Southern,1
305015790074,2019-20,Southern,1
305015790157,2019-20,Southern,1
305015790183,2019-20,Southern,1
305015790196,2019-20,Southern,1
305015790221,2019-20,Southern,1
305015790229,2019-20,Southern,1
305015790238,2019-20,Southern,1
305015790246,2019-20,Southern,1
305015790252,2019-20,Southern,1
305015790258,2019-20,Southern,1
305015790265,2019-20,Southern,1
305015790272,2019-20,Southern,1
305015790275,2019-20,Southern,1
305025800025,2019-20,Southern,1
305025800033,2019-20,Southern,1
305025800073,2019-20,Southern,1
305025800075,2019-20,Southern,1
305025800095,2019-20,Southern,1
305025800149,2019-20,Southern,1
305025800152,2019-20,Southern,1
305025800182,2019-20,Southern,1
305025800205,2019-20,Southern,1
305025800267,2019-20,Southern,1
305025800284,2019-20,Southern,1
305025800292,2019-20,Southern,1
305025800336,2019-20,Southern,1
305025800337,2019-20,Southern,1
305025800352,2019-20,Southern,1
305025800369,2019-20,Southern,1
305025810009,2019-20,Southern,1
305025810012,2019-20,Southern,1
305025810024,2019-20,Southern,1
305025810044,2019-20,Southern,1
305025810047,2019-20,Southern,1
305025810049,2019-20,Southern,1
305025810055,2019-20,Southern,1
305025810097,2019-20,Southern,1
305025810119,2019-20,Southern,1
305025810130,2019-20,Southern,1
305025810154,2019-20,Southern,1
305025810192,2019-20,Southern,1
305025810198,2019-20,Southern,1
305025810296,2019-20,Southern,1
305025810315,2019-20,Southern,1
305025810343,2019-20,Southern,1
305035820016,2019-20,Southern,1
305035820030,2019-20,Southern,1
305035820052,2019-20,Southern,1
305035820073,2019-20,Southern,1
305035820088,2019-20,Southern,1
305035820090,2019-20,Southern,1
305035820103,2019-20,Southern,1
305035820117,2019-20,Southern,1
305035820130,2019-20,Southern,1
305035820143,2019-20,Southern,1
305035820155,2019-20,Southern,1
305035820172,2019-20,Southern,1
305035820188,2019-20,Southern,1
305035820192,2019-20,Southern,1
305035820218,2019-20,Southern,1
305035820220,2019-20,Southern,1
305035830012,2019-20,Southern,1
305035830023,2019-20,Southern,1
305035830024,2019-20,Southern,1
305035830026,2019-20,Southern,1
305035830027,2019-20,Southern,1
305035830040,2019-20,Southern,1
305035830046,2019-20,Southern,1
305035830064,2019-20,Southern,1
305035830067,2019-20,Southern,1
305035830078,2019-20,Southern,1
305035830090,2019-20,Southern,1
305035830094,2019-20,Southern,1
305035830095,2019-20,Southern,1
305035830097,2019-20,Southern,1
305035830104,2019-20,Southern,1
305035830105,2019-20,Southern,1
305035840008,2019-20,Southern,1
305035840026,2019-20,Southern,1
305035840044,2019-20,Southern,1
305035840062,2019-20,Southern,1
305035840080,2019-20,Southern,1
305035840098,2019-20,Southern,1
305035840116,2019-20,Southern,1
305035840134,2019-20,Southern,1
305035840152,2019-20,Southern,1
305035840170,2019-20,Southern,1
305035840188,2019-20,Southern,1
305035840206,2019-20,Southern,1
305035840224,2019-20,Southern,1
305035840242,2019-20,Southern,1
305035840260,2019-20,Southern,1
305035840278,2019-20,Southern,1
305045850018,2019-20,Southern,1
305045850029,2019-20,Southern,1
305045850030,2019-20,Southern,1
305045850039,2019-20,Southern,1
305045850041,2019-20,Southern,1
305045850050,2019-20,Southern,1
305045850059,2019-20,Southern,1
305045850074,2019-20,Southern,1
305045850103,2019-20,Southern,1
305045850110,2019-20,Southern,1
305045850113,2019-20,Southern,1
305045850115,2019-20,Southern,1
305045850118,2019-20,Southern,1
305045850139,2019-20,Southern,1
305045850159,2019-20,Southern,1
305045850188,2019-20,Southern,1
305045860001,2019-20,Southern,1
305045860002,2019-20,Southern,1
305045860014,2019-20,Southern,1
305045860018,2019-20,Southern,1
305045860026,2019-20,Southern,1
305045860029,2019-20,Southern,1
305045860030,2019-20,Southern,1
305045860032,2019-20,Southern,1
305045860039,2019-20,Southern,1
305045860059,2019-20,Southern,1
305045860063,2019-20,Southern,1
305045860064,2019-20,Southern,1
305045860065,2019-20,Southern,1
305045860067,2019-20,Southern,1
305045860077,2019-20,Southern,1
305045860085,2019-20,Southern,1
305055870025,2019-20,Southern,1
305055870048,2019-20,Southern,1
305055870059,2019-20,Southern,1
305055870068,2019-20,Southern,1
305055870071,2019-20,Southern,1
305055870072,2019-20,Southern,1
305055870087,2019-20,Southern,1
305055870115,2019-20,Southern,1
305055870122,2019-20,Southern,1
305055870134,2019-20,Southern,1
305055870140,2019-20,Southern,1
305055870146,2019-20,Southern,1
305055870154,2019-20,Southern,1
305055870176,2019-20,Southern,1
305055870203,2019-20,Southern,1
305055870220,2019-20,Southern,1
305065880005,2019-20,Southern,1
305065880015,2019-20,Southern,1
305065880024,2019-20,Southern,1
305065880033,2019-20,Southern,1
305065880042,2019-20,Southern,1
305065880051,2019-20,Southern,1
305065880060,2019-20,Southern,1
305065880069,2019-20,Southern,1
305065880078,2019-20,Southern,1
305065880087,2019-20,Southern,1
305065880096,2019-20,Southern,1
305065880105,2019-20,Southern,1
305065880114,2019-20,Southern,1
305065880123,2019-20,Southern,1
305065880132,2019-20,Southern,1
305065880141,2019-20,Southern,1
305065890002,2019-20,Southern,1
305065890004,2019-20,Southern,1
305065890016,2019-20,Southern,1
305065890022,2019-20,Southern,1
305065890055,2019-20,Southern,1
305065890056,2019-20,Southern,1
305065890089,2019-20,Southern,1
305065890097,2019-20,Southern,1
305065890102,2019-20,Southern,1
305065890120,2019-20,Southern,1
305065890146,2019-20,Southern,1
305065890171,2019-20,Southern,1
305065890189,2019-20,Southern,1
305065890216,2019-20,Southern,1
305065890219,2019-20,Southern,1
305065890229,2019-20,Southern,1
305065900005,2019-20,Southern,1
305065900019,2019-20,Southern,1
305065900031,2019-20,Southern,1
305065900043,2019-20,Southern,1
305065900055,2019-20,Southern,1
305065900067,2019-20,Southern,1
305065900079,2019-20,Southern,1
305065900103,2019-20,Southern,1
305065900115,2019-20,Southern,1
305065900127,2019-20,Southern,1
305065900163,2019-20,Southern,1
305065900175,2019-20,Southern,1
305065900187,2019-20,Southern,1
305065900211,2019-20,Southern,1
305065900235,2019-20,Southern,1
305065900274,2019-20,Southern,1
305065910026,2019-20,Southern,1
305065910116,2019-20,Southern,1
305065910126,2019-20,Southern,1
305065910209,2019-20,Southern,1
305065910225,2019-20,Southern,1
305065910240,2019-20,Southern,1
305065910257,2019-20,Southern,1
305065910280,2019-20,Southern,1
305065910299,2019-20,Southern,1
305065910305,2019-20,Southern,1
305065910336,2019-20,Southern,1
305065910352,2019-20,Southern,1
305065910355,2019-20,Southern,1
305065910406,2019-20,Southern,1
305065910414,2019-20,Southern,1
305065910416,2019-20,Southern,1
305065920003,2019-20,Southern,1
305065920005,2019-20,Southern,1
305065920040,2019-20,Southern,1
305065920045,2019-20,Southern,1
305065920050,2019-20,Southern,1
305065920056,2019-20,Southern,1
305065920057,2019-20,Southern,1
305065920058,2019-20,Southern,1
305065920064,2019-20,Southern,1
305065920068,2019-20,Southern,1
305065920085,2019-20,Southern,1
305065920087,2019-20,Southern,1
305065920096,2019-20,Southern,1
305065920097,2019-20,Southern,1
305065920105,2019-20,Southern,1
305065920110,2019-20,Southern,1
305075930011,2019-20,Southern,1
305075930013,2019-20,Southern,1
305075930091,2019-20,Southern,1
305075930097,2019-20,Southern,1
305075930103,2019-20,Southern,1
305075930135,2019-20,Southern,1
305075930289,2019-20,Southern,1
305075930319,2019-20,Southern,1
305075930348,2019-20,Southern,1
305075930365,2019-20,Southern,1
305075930384,2019-20,Southern,1
305075930405,2019-20,Southern,1
305075930441,2019-20,Southern,1
305075930456,2019-20,Southern,1
305075930459,2019-20,Southern,1
305075930461,2019-20,Southern,1
305085940039,2019-20,Southern,1
305085940048,2019-20,Southern,1
305085940056,2019-20,Southern,1
305085940076,2019-20,Southern,1
305085940083,2019-20,Southern,1
305085940084,2019-20,Southern,1
305085940093,2019-20,Southern,1
305085940167,2019-20,Southern,1
305085940179,2019-20,Southern,1
305085940181,2019-20,Southern,1
305085940202,2019-20,Southern,1
305085940214,2019-20,Southern,1
305085940238,2019-20,Southern,1
305085940241,2019-20,Southern,1
305085940257,2019-20,Southern,1
305085940267,2019-20,Southern,1
305085950012,2019-20,Southern,1
305085950024,2019-20,Southern,1
305085950037,2019-20,Southern,1
305085950043,2019-20,Southern,1
305085950045,2019-20,Southern,1
305085950047,2019-20,Southern,1
305085950056,2019-20,Southern,1
305085950058,2019-20,Southern,1
305085950064,2019-20,Southern,1
305085950093,2019-20,Southern,1
305085950095,2019-20,Southern,1
305085950114,2019-20,Southern,1
305085950119,2019-20,Southern,1
305085950122,2019-20,Southern,1
305085950126,2019-20,Southern,1
305085950128,2019-20,Southern,1
305085960023,2019-20,Southern,1
305085960026,2019-20,Southern,1
305085960044,2019-20,Southern,1
305085960045,2019-20,Southern,1
305085960049,2019-20,Southern,1
305085960077,2019-20,Southern,1
305085960094,2019-20,Southern,1
305085960141,2019-20,Southern,1
305085960148,2019-20,Southern,1
305085960153,2019-20,Southern,1
305085960162,2019-20,Southern,1
305085960163,2019-20,Southern,1
305085960182,2019-20,Southern,1
305085960206,2019-20,Southern,1
305085960207,2019-20,Southern,1
305085960210,2019-20,Southern,1
305085970006,2019-20,Southern,1
305085970009,2019-20,Southern,1
305085970022,2019-20,Southern,1
305085970027,2019-20,Southern,1
305085970046,2019-20,Southern,1
305085970054,2019-20,Southern,1
305085970057,2019-20,Southern,1
305085970065,2019-20,Southern,1
305085970067,2019-20,Southern,1
305085970068,2019-20,Southern,1
305085970075,2019-20,Southern,1
305085970083,2019-20,Southern,1
305085970087,2019-20,Southern,1
305085970114,2019-20,Southern,1
305085970122,2019-20,Southern,1
305085970123,2019-20,Southern,1
306015980004,2019-20,Southern,1
306015980014,2019-20,Southern,1
306015980025,2019-20,Southern,1
306015980030,2019-20,Southern,1
306015980053,2019-20,Southern,1
306015980057,2019-20,Southern,1
306015980102,2019-20,Southern,1
306015980120,2019-20,Southern,1
306015980121,2019-20,Southern,1
306015980124,2019-20,Southern,1
306015980132,2019-20,Southern,1
306015980151,2019-20,Southern,1
306015980161,2019-20,Southern,1
306015980186,2019-20,Southern,1
306015980200,2019-20,Southern,1
306015980241,2019-20,Southern,1
306015990003,2019-20,Southern,1
306015990021,2019-20,Southern,1
306015990034,2019-20,Southern,1
306015990066,2019-20,Southern,1
306015990068,2019-20,Southern,1
306015990078,2019-20,Southern,1
306015990079,2019-20,Southern,1
306015990099,2019-20,Southern,1
306015990117,2019-20,Southern,1
306015990135,2019-20,Southern,1
306015990167,2019-20,Southern,1
306015990172,2019-20,Southern,1
306015990177,2019-20,Southern,1
306015990208,2019-20,Southern,1
306015990213,2019-20,Southern,1
306015990257,2019-20,Southern,1
306016000008,2019-20,Southern,1
306016000027,2019-20,Southern,1
306016000059,2019-20,Southern,1
306016000075,2019-20,Southern,1
306016000107,2019-20,Southern,1
306016000123,2019-20,Southern,1
306016000140,2019-20,Southern,1
306016000156,2019-20,Southern,1
306016000176,2019-20,Southern,1
306016000192,2019-20,Southern,1
306016000209,2019-20,Southern,1
306016000241,2019-20,Southern,1
306016000262,2019-20,Southern,1
306016000278,2019-20,Southern,1
306016000312,2019-20,Southern,1
306016000329,2019-20,Southern,1
306016010004,2019-20,Southern,1
306016010035,2019-20,Southern,1
306016010040,2019-20,Southern,1
306016010061,2019-20,Southern,1
306016010141,2019-20,Southern,1
306016010143,2019-20,Southern,1
306016010164,2019-20,Southern,1
306016010173,2019-20,Southern,1
306016010180,2019-20,Southern,1
306016010190,2019-20,Southern,1
306016010241,2019-20,Southern,1
306016010268,2019-20,Southern,1
306016010280,2019-20,Southern,1
306016010282,2019-20,Southern,1
306016010292,2019-20,Southern,1
306016010304,2019-20,Southern,1
306016020008,2019-20,Southern,1
306016020013,2019-20,Southern,1
306016020049,2019-20,Southern,1
306016020052,2019-20,Southern,1
306016020055,2019-20,Southern,1
306016020094,2019-20,Southern,1
306016020095,2019-20,Southern,1
306016020114,2019-20,Southern,1
306016020126,2019-20,Southern,1
306016020137,2019-20,Southern,1
306016020146,2019-20,Southern,1
306016020156,2019-20,Southern,1
306016020167,2019-20,Southern,1
306016020190,2019-20,Southern,1
306016020204,2019-20,Southern,1
306016020206,2019-20,Southern,1
306016030031,2019-20,Southern,1
306016030057,2019-20,Southern,1
306016030090,2019-20,Southern,1
306016030092,2019-20,Southern,1
306016030133,2019-20,Southern,1
306016030174,2019-20,Southern,1
306016030179,2019-20,Southern,1
306016030191,2019-20,Southern,1
306016030192,2019-20,Southern,1
306016030197,2019-20,Southern,1
306016030228,2019-20,Southern,1
306016030267,2019-20,Southern,1
306016030276,2019-20,Southern,1
306016030277,2019-20,Southern,1
306016030278,2019-20,Southern,1
306016030286,2019-20,Southern,1
306016040006,2019-20,Southern,1
306016040017,2019-20,Southern,1
306016040019,2019-20,Southern,1
306016040022,2019-20,Southern,1
306016040032,2019-20,Southern,1
306016040040,2019-20,Southern,1
306016040048,2019-20,Southern,1
306016040049,2019-20,Southern,1
306016040054,2019-20,Southern,1
306016040066,2019-20,Southern,1
306016040069,2019-20,Southern,1
306016040070,2019-20,Southern,1
306016040072,2019-20,Southern,1
306016040086,2019-20,Southern,1
306016040087,2019-20,Southern,1
306016040092,2019-20,Southern,1
306016050008,2019-20,Southern,1
306016050044,2019-20,Southern,1
306016050046,2019-20,Southern,1
306016050063,2019-20,Southern,1
306016050065,2019-20,Southern,1
306016050066,2019-20,Southern,1
306016050081,2019-20,Southern,1
306016050088,2019-20,Southern,1
306016050103,2019-20,Southern,1
306016050107,2019-20,Southern,1
306016050108,2019-20,Southern,1
306016050113,2019-20,Southern,1
306016050131,2019-20,Southern,1
306016050135,2019-20,Southern,1
306016050136,2019-20,Southern,1
306016050161,2019-20,Southern,1
306026060005,2019-20,Southern,1
306026060006,2019-20,Southern,1
306026060010,2019-20,Southern,1
306026060018,2019-20,Southern,1
306026060021,2019-20,Southern,1
306026060022,2019-20,Southern,1
306026060045,2019-20,Southern,1
306026060051,2019-20,Southern,1
306026060052,2019-20,Southern,1
306026060065,2019-20,Southern,1
306026060072,2019-20,Southern,1
306026060090,2019-20,Southern,1
306026060116,2019-20,Southern,1
306026060119,2019-20,Southern,1
306026060132,2019-20,Southern,1
306026060136,2019-20,Southern,1
306026070007,2019-20,Southern,1
306026070030,2019-20,Southern,1
306026070033,2019-20,Southern,1
306026070052,2019-20,Southern,1
306026070056,2019-20,Southern,1
306026070090,2019-20,Southern,1
306026070177,2019-20,Southern,1
306026070215,2019-20,Southern,1
306026070235,2019-20,Southern,1
306026070251,2019-20,Southern,1
306026070254,2019-20,Southern,1
306026070255,2019-20,Southern,1
306026070296,2019-20,Southern,1
306026070300,2019-20,Southern,1
306026070315,2019-20,Southern,1
306026070321,2019-20,Southern,1
306026080011,2019-20,Southern,1
306026080019,2019-20,Southern,1
306026080048,2019-20,Southern,1
306026080055,2019-20,Southern,1
306026080057,2019-20,Southern,1
306026080078,2019-20,Southern,1
306026080079,2019-20,Southern,1
306026080093,2019-20,Southern,1
306026080106,2019-20,Southern,1
306026080128,2019-20,Southern,1
306026080155,2019-20,Southern,1
306026080160,2019-20,Southern,1
306026080166,2019-20,Southern,1
306026080170,2019-20,Southern,1
306026080172,2019-20,Southern,1
306026080174,2019-20,Southern,1
306026090025,2019-20,Southern,1
306026090037,2019-20,Southern,1
306026090041,2019-20,Southern,1
306026090046,2019-20,Southern,1
306026090065,2019-20,Southern,1
306026090087,2019-20,Southern,1
306026090095,2019-20,Southern,1
306026090096,2019-20,Southern,1
306026090101,2019-20,Southern,1
306026090106,2019-20,Southern,1
306026090111,2019-20,Southern,1
306026090115,2019-20,Southern,1
306026090119,2019-20,Southern,1
306026090140,2019-20,Southern,1
306026090149,2019-20,Southern,1
306026090191,2019-20,Southern,1
306026100008,2019-20,Southern,1
306026100023,2019-20,Southern,1
306026100038,2019-20,Southern,1
306026100054,2019-20,Southern,1
306026100069,2019-20,Southern,1
306026100084,2019-20,Southern,1
306026100099,2019-20,Southern,1
306026100114,2019-20,Southern,1
306026100129,2019-20,Southern,1
306026100144,2019-20,Southern,1
306026100220,2019-20,Southern,1
306026100235,2019-20,Southern,1
306026100251,2019-20,Southern,1
306026100328,2019-20,Southern,1
306026100352,2019-20,Southern,1
306026100367,2019-20,Southern,1
306026110014,2019-20,Southern,1
306026110019,2019-20,Southern,1
306026110026,2019-20,Southern,1
306026110030,2019-20,Southern,1
306026110033,2019-20,Southern,1
306026110053,2019-20,Southern,1
306026110058,2019-20,Southern,1
306026110076,2019-20,Southern,1
306026110100,2019-20,Southern,1
306026110101,2019-20,Southern,1
306026110106,2019-20,Southern,1
306026110109,2019-20,Southern,1
306026110113,2019-20,Southern,1
306026110125,2019-20,Southern,1
306026110131,2019-20,Southern,1
306036120017,2019-20,Southern,1
306036120079,2019-20,Southern,1
306036120086,2019-20,Southern,1
306036120116,2019-20,Southern,1
306036120119,2019-20,Southern,1
306036120125,2019-20,Southern,1
306036120132,2019-20,Southern,1
306036120154,2019-20,Southern,1
306036120158,2019-20,Southern,1
306036120163,2019-20,Southern,1
306036120174,2019-20,Southern,1
306036120189,2019-20,Southern,1
306036120190,2019-20,Southern,1
306036120197,2019-20,Southern,1
306036120219,2019-20,Southern,1
306036120237,2019-20,Southern,1
306036130002,2019-20,Southern,1
306036130043,2019-20,Southern,1
306036130075,2019-20,Southern,1
306036130081,2019-20,Southern,1
306036130082,2019-20,Southern,1
306036130138,2019-20,Southern,1
306036130145,2019-20,Southern,1
306036130153,2019-20,Southern,1
306036130162,2019-20,Southern,1
306036130183,2019-20,Southern,1
306036130187,2019-20,Southern,1
306036130215,2019-20,Southern,1
306036130217,2019-20,Southern,1
306036130222,2019-20,Southern,1
306036130234,2019-20,Southern,1
306036130242,2019-20,Southern,1
306036140018,2019-20,Southern,1
306036140020,2019-20,Southern,1
306036140033,2019-20,Southern,1
306036140035,2019-20,Southern,1
306036140052,2019-20,Southern,1
306036140094,2019-20,Southern,1
306036140097,2019-20,Southern,1
306036140098,2019-20,Southern,1
306036140112,2019-20,Southern,1
306036140114,2019-20,Southern,1
306036140148,2019-20,Southern,1
306036140156,2019-20,Southern,1
306036140183,2019-20,Southern,1
306036140205,2019-20,Southern,1
306036140242,2019-20,Southern,1
306036140280,2019-20,Southern,1
306036150005,2019-20,Southern,1
306036150008,2019-20,Southern,1
306036150009,2019-20,Southern,1
306036150109,2019-20,Southern,1
306036150115,2019-20,Southern,1
306036150132,2019-20,Southern,1
306036150138,2019-20,Southern,1
306036150174,2019-20,Southern,1
306036150184,2019-20,Southern,1
306036150192,2019-20,Southern,1
306036150194,2019-20,Southern,1
306036150217,2019-20,Southern,1
306036150223,2019-20,Southern,1
306036150235,2019-20,Southern,1
306036150262,2019-20,Southern,1
306036150268,2019-20,Southern,1
306206160002,2019-20,Southern,0
306206160005,2019-20,Southern,0
306206160006,2019-20,Southern,0
306206160015,2019-20,Southern,0
306206160017,2019-20,Southern,0
306206160023,2019-20,Southern,0
306206160025,2019-20,Southern,0
306206160030,2019-20,Southern,0
306206160032,2019-20,Southern,0
306206160042,2019-20,Southern,0
306206160049,2019-20,Southern,0
306206160066,2019-20,Southern,0
306206160077,2019-20,Southern,0
306206160080,2019-20,Southern,0
306206160081,2019-20,Southern,0
306206160082,2019-20,Southern,0
306206170021,2019-20,Southern,0
306206170027,2019-20,Southern,0
306206170031,2019-20,Southern,0
306206170043,2019-20,Southern,0
306206170050,2019-20,Southern,0
306206170053,2019-20,Southern,0
306206170063,2019-20,Southern,0
306206170064,2019-20,Southern,0
306206170077,2019-20,Southern,0
306206170120,2019-20,Southern,0
306206170130,2019-20,Southern,0
306206170160,2019-20,Southern,0
306206170164,2019-20,Southern,0
306206170167,2019-20,Southern,0
306206170253,2019-20,Southern,0
306206170274,2019-20,Southern,0
307016180004,2019-20,Southern,1
307016180028,2019-20,Southern,1
307016180031,2019-20,Southern,1
307016180073,2019-20,Southern,1
307016180095,2019-20,Southern,1
307016180097,2019-20,Southern,1
307016180105,2019-20,Southern,1
307016180116,2019-20,Southern,1
307016180119,2019-20,Southern,1
307016180129,2019-20,Southern,1
307016180131,2019-20,Southern,1
307016180146,2019-20,Southern,1
307016180158,2019-20,Southern,1
307016180159,2019-20,Southern,1
307016180161,2019-20,Southern,1
